k[1/Mpc], k[h/Mpc], Delta2_lin, Delta2_nl, Delta2_nl_30
4.187935651179182343e+06,6.175985328386937268e+06,1.776761012509513193e+01,1.131563136419145763e+07,1.220049849290105385e+03
4.246195639463130385e+06,6.261901842594204471e+06,1.776761012509513193e+01,1.143258134792715870e+07,1.220049849290105385e+03
4.305266104917109944e+06,6.349013574571758509e+06,1.776761012509513193e+01,1.155074004005175084e+07,1.220049849290105385e+03
4.365158322401665151e+06,6.437337151455043815e+06,1.776761012509513193e+01,1.167011993287976645e+07,1.220049849290105385e+03
4.425883723626264371e+06,6.526889431685981341e+06,1.776761012509513193e+01,1.179073364783702791e+07,1.220049849290105385e+03
4.487453899331322871e+06,6.617687508230824955e+06,1.776761012509513193e+01,1.191259393679509312e+07,1.220049849290105385e+03
4.549880601500480436e+06,6.709748711842619814e+06,1.776761012509513193e+01,1.203571368341937102e+07,1.220049849290105385e+03
4.613175745603790507e+06,6.803090614369252697e+06,1.776761012509513193e+01,1.216010590453134850e+07,1.220049849290105385e+03
4.677351412871981040e+06,6.897731032107330859e+06,1.776761012509513193e+01,1.228578375148469768e+07,1.220049849290105385e+03
4.742419852602448314e+06,6.993688029202843085e+06,1.776761012509513193e+01,1.241276051155574806e+07,1.220049849290105385e+03
4.808393484497290105e+06,7.090979921099085361e+06,1.776761012509513193e+01,1.254104960934826359e+07,1.220049849290105385e+03
4.875284901033869945e+06,7.189625278032545932e+06,1.776761012509513193e+01,1.267066460821278580e+07,1.220049849290105385e+03
4.943106869868353941e+06,7.289642928577427752e+06,1.776761012509513193e+01,1.280161921168057062e+07,1.220049849290105385e+03
5.011872336272724904e+06,7.391051963239529170e+06,1.776761012509513193e+01,1.293392726491247863e+07,1.220049849290105385e+03
5.081594425605599768e+06,7.493871738099984825e+06,1.776761012509513193e+01,1.306760275616261736e+07,1.220049849290105385e+03
5.152286445817561820e+06,7.598121878509897739e+06,1.776761012509513193e+01,1.320265981825741008e+07,1.220049849290105385e+03
5.223961889991197735e+06,7.703822282836155966e+06,1.776761012509513193e+01,1.333911273008964024e+07,1.220049849290105385e+03
5.296634438916580752e+06,7.810993126259519719e+06,1.776761012509513193e+01,1.347697591812817007e+07,1.220049849290105385e+03
5.370317963702532463e+06,7.919654864625471644e+06,1.776761012509513193e+01,1.361626395794315077e+07,1.220049849290105385e+03
5.445026528424220160e+06,8.029828238348650746e+06,1.776761012509513193e+01,1.375699157574704289e+07,1.220049849290105385e+03
5.520774392807573080e+06,8.141534276371586137e+06,1.776761012509513193e+01,1.389917364995149896e+07,1.220049849290105385e+03
5.597576014951104298e+06,8.254794300178593025e+06,1.776761012509513193e+01,1.404282521274046972e+07,1.220049849290105385e+03
5.675446054085465148e+06,8.369629927865306847e+06,1.776761012509513193e+01,1.418796145165934227e+07,1.220049849290105385e+03
5.754399373371566646e+06,8.486063078265102580e+06,1.776761012509513193e+01,1.433459771122081950e+07,1.220049849290105385e+03
5.834451042737447657e+06,8.604115975132646039e+06,1.776761012509513193e+01,1.448274949452704191e+07,1.220049849290105385e+03
5.915616341754742898e+06,8.723811151385847479e+06,1.776761012509513193e+01,1.463243246490874328e+07,1.220049849290105385e+03
5.997910762555100955e+06,8.845171453406725079e+06,1.776761012509513193e+01,1.478366244758126326e+07,1.220049849290105385e+03
6.081350012787188403e+06,8.968220045402135700e+06,1.776761012509513193e+01,1.493645543131761812e+07,1.220049849290105385e+03
6.165950018614822067e+06,9.092980413825131953e+06,1.776761012509513193e+01,1.509082757013893127e+07,1.220049849290105385e+03
6.251726927756861784e+06,9.219476371857928112e+06,1.776761012509513193e+01,1.524679518502239138e+07,1.220049849290105385e+03
6.338697112569263205e+06,9.347732063957031816e+06,1.776761012509513193e+01,1.540437476562660933e+07,1.220049849290105385e+03
6.426877173170194030e+06,9.477771970461869612e+06,1.776761012509513193e+01,1.556358297203519568e+07,1.220049849290105385e+03
6.516283940608427860e+06,9.609620912267258391e+06,1.776761012509513193e+01,1.572443663651796617e+07,1.220049849290105385e+03
6.606934480075964704e+06,9.743304055561074987e+06,1.776761012509513193e+01,1.588695276531064138e+07,1.220049849290105385e+03
6.698846094165272079e+06,9.878846916627742350e+06,1.776761012509513193e+01,1.605114854041278549e+07,1.220049849290105385e+03
6.792036326171843335e+06,1.001627536671854183e+07,1.776761012509513193e+01,1.621704132140436023e+07,1.220049849290105385e+03
6.886522963442762382e+06,1.015561563698976859e+07,1.776761012509513193e+01,1.638464864728116617e+07,1.220049849290105385e+03
6.982324040771704167e+06,1.029689432350937091e+07,1.776761012509513193e+01,1.655398823830895312e+07,1.220049849290105385e+03
7.079457843841372989e+06,1.044013839233353920e+07,1.776761012509513193e+01,1.672507799789713696e+07,1.220049849290105385e+03
7.177942912713615224e+06,1.058537518465361372e+07,1.776761012509513193e+01,1.689793601449140161e+07,1.220049849290105385e+03
7.277798045368242078e+06,1.073263242201480828e+07,1.776761012509513193e+01,1.707258056348626688e+07,1.220049849290105385e+03
7.379042301291014999e+06,1.088193821160745434e+07,1.776761012509513193e+01,1.724903010915717110e+07,1.220049849290105385e+03
7.481695005111552775e+06,1.103332105163184181e+07,1.776761012509513193e+01,1.742730330661261082e+07,1.220049849290105385e+03
7.585775750291835517e+06,1.118680983673770167e+07,1.776761012509513193e+01,1.760741900376646221e+07,1.220049849290105385e+03
7.691304402866098098e+06,1.134243386353944428e+07,1.776761012509513193e+01,1.778939624333076179e+07,1.220049849290105385e+03
7.798301105232577771e+06,1.150022283620790020e+07,1.776761012509513193e+01,1.797325426482878253e+07,1.220049849290105385e+03
7.906786279998245649e+06,1.166020687214016356e+07,1.776761012509513193e+01,1.815901250662934408e+07,1.220049849290105385e+03
8.016780633876789361e+06,1.182241650770799071e+07,1.776761012509513193e+01,1.834669060800183937e+07,1.220049849290105385e+03
8.128305161640995182e+06,1.198688270408640988e+07,1.776761012509513193e+01,1.853630841119254380e+07,1.220049849290105385e+03
8.241381150130029768e+06,1.215363685316329263e+07,1.776761012509513193e+01,1.872788596352253854e+07,1.220049849290105385e+03
8.356030182312491350e+06,1.232271078353117593e+07,1.776761012509513193e+01,1.892144351950715482e+07,1.220049849290105385e+03
8.472274141405962408e+06,1.249413676656239852e+07,1.776761012509513193e+01,1.911700154299735650e+07,1.220049849290105385e+03
8.590135215053960681e+06,1.266794752256888337e+07,1.776761012509513193e+01,1.931458070934340358e+07,1.220049849290105385e+03
8.709635899560796097e+06,1.284417622704733163e+07,1.776761012509513193e+01,1.951420190758053958e+07,1.220049849290105385e+03
8.830799004185622558e+06,1.302285651701168343e+07,1.776761012509513193e+01,1.971588624263770878e+07,1.220049849290105385e+03
8.953647655495937914e+06,1.320402249741326831e+07,1.776761012509513193e+01,1.991965503756868839e+07,1.220049849290105385e+03
9.078205301781861112e+06,1.338770874765058421e+07,1.776761012509513193e+01,2.012552983580657840e+07,1.220049849290105385e+03
9.204495717531722039e+06,1.357395032816947624e+07,1.776761012509513193e+01,2.033353240344144404e+07,1.220049849290105385e+03
9.332543007969923317e+06,1.376278278715517372e+07,1.776761012509513193e+01,2.054368473152150214e+07,1.220049849290105385e+03
9.462371613657929003e+06,1.395424216731739976e+07,1.776761012509513193e+01,2.075600903837816417e+07,1.220049849290105385e+03
9.594006315159335732e+06,1.414836501276999712e+07,1.776761012509513193e+01,2.097052777197512239e+07,1.220049849290105385e+03
9.727472237769640982e+06,1.434518837600595877e+07,1.776761012509513193e+01,2.118726361228146777e+07,1.220049849290105385e+03
9.862794856312099844e+06,1.454474982496991567e+07,1.776761012509513193e+01,2.140623947366978601e+07,1.220049849290105385e+03
1.000000000000000000e+07,1.474708745022857934e+07,1.776761012509513193e+01,2.162747850733855367e+07,1.220049849290105385e+03
1.013911385736680031e+07,1.495223987224126235e+07,1.776761012509513193e+01,2.185100410375988856e+07,1.220049849290105385e+03
1.028016298126474582e+07,1.516024624873137474e+07,1.776761012509513193e+01,2.207683989515252411e+07,1.220049849290105385e+03
1.042317429393305816e+07,1.537114628216053359e+07,1.776761012509513193e+01,2.230500975798029080e+07,1.220049849290105385e+03
1.056817509213658608e+07,1.558498022730657086e+07,1.776761012509513193e+01,2.253553781547643244e+07,1.220049849290105385e+03
1.071519305237607099e+07,1.580178889894716255e+07,1.776761012509513193e+01,2.276844844019415230e+07,1.220049849290105385e+03
1.086425623617064394e+07,1.602161367964996770e+07,1.776761012509513193e+01,2.300376625658318028e+07,1.220049849290105385e+03
1.101539309541414492e+07,1.624449652767164819e+07,1.776761012509513193e+01,2.324151614359344915e+07,1.220049849290105385e+03
1.116863247780561261e+07,1.647047998496624641e+07,1.776761012509513193e+01,2.348172323730519786e+07,1.220049849290105385e+03
1.132400363235557824e+07,1.669960718530537933e+07,1.776761012509513193e+01,2.372441293358657882e+07,1.220049849290105385e+03
1.148153621496884152e+07,1.693192186251119524e+07,1.776761012509513193e+01,2.396961089077864215e+07,1.220049849290105385e+03
1.164126029410493188e+07,1.716746835880390927e+07,1.776761012509513193e+01,2.421734303240803629e+07,1.220049849290105385e+03
1.180320635651729815e+07,1.740629163326544315e+07,1.776761012509513193e+01,2.446763554992774874e+07,1.220049849290105385e+03
1.196740531307241879e+07,1.764843727042090893e+07,1.776761012509513193e+01,2.472051490548627079e+07,1.220049849290105385e+03
1.213388850464976206e+07,1.789395148893933371e+07,1.776761012509513193e+01,2.497600783472529799e+07,1.220049849290105385e+03
1.230268770812381059e+07,1.814288115045540407e+07,1.776761012509513193e+01,2.523414134960620478e+07,1.220049849290105385e+03
1.247383514242943190e+07,1.839527376851413026e+07,1.776761012509513193e+01,2.549494274126604199e+07,1.220049849290105385e+03
1.264736347471152246e+07,1.865117751763975993e+07,1.776761012509513193e+01,2.575843958290280774e+07,1.220049849290105385e+03
1.282330582656023093e+07,1.891064124253093824e+07,1.776761012509513193e+01,2.602465973269068450e+07,1.220049849290105385e+03
1.300169578033289872e+07,1.917371446738371626e+07,1.776761012509513193e+01,2.629363133672525361e+07,1.220049849290105385e+03
1.318256738556407392e+07,1.944044740534445271e+07,1.776761012509513193e+01,2.656538283199939132e+07,1.220049849290105385e+03
1.336595516546440497e+07,1.971089096809379756e+07,1.776761012509513193e+01,2.683994294940952584e+07,1.220049849290105385e+03
1.355189412351034954e+07,1.998509677556459233e+07,1.776761012509513193e+01,2.711734071679350734e+07,1.220049849290105385e+03
1.374041975012514926e+07,2.026311716579435021e+07,1.776761012509513193e+01,2.739760546199927852e+07,1.220049849290105385e+03
1.393156802945303544e+07,2.054500520491525531e+07,1.776761012509513193e+01,2.768076681598571688e+07,1.220049849290105385e+03
1.412537544622755423e+07,2.083081469728292897e+07,1.776761012509513193e+01,2.796685471595541760e+07,1.220049849290105385e+03
1.432187899273545295e+07,2.112060019574613124e+07,1.776761012509513193e+01,2.825589940851962194e+07,1.220049849290105385e+03
1.452111617587742023e+07,2.141441701205931231e+07,1.776761012509513193e+01,2.854793145289614797e+07,1.220049849290105385e+03
1.472312502432719432e+07,2.171232122744018957e+07,1.776761012509513193e+01,2.884298172414038703e+07,1.220049849290105385e+03
1.492794409578994475e+07,2.201436970327376947e+07,1.776761012509513193e+01,2.914108141640924290e+07,1.220049849290105385e+03
1.513561248436207138e+07,2.232062009196589142e+07,1.776761012509513193e+01,2.944226204625948519e+07,1.220049849290105385e+03
1.534616982799294032e+07,2.263113084794711694e+07,1.776761012509513193e+01,2.974655545597953722e+07,1.220049849290105385e+03
1.555965631605075113e+07,2.294596123883018643e+07,1.776761012509513193e+01,3.005399381695617735e+07,1.220049849290105385e+03
1.577611269699349999e+07,2.326517135672245920e+07,1.776761012509513193e+01,3.036460963307582587e+07,1.220049849290105385e+03
1.599558028614671156e+07,2.358882212969578430e+07,1.776761012509513193e+01,3.067843574416092411e+07,1.220049849290105385e+03
1.621810097358929925e+07,2.391697533341586590e+07,1.776761012509513193e+01,3.099550532944200188e+07,1.220049849290105385e+03
1.644371723214932345e+07,2.424969360293367133e+07,1.776761012509513193e+01,3.131585191106568277e+07,1.220049849290105385e+03
1.667247212551061064e+07,2.458704044464033470e+07,1.776761012509513193e+01,3.163950935763842613e+07,1.220049849290105385e+03
1.690440931643263251e+07,2.492908024838907644e+07,1.776761012509513193e+01,3.196651188780777901e+07,1.220049849290105385e+03
1.713957307508425415e+07,2.527587829978506640e+07,1.776761012509513193e+01,3.229689407387965173e+07,1.220049849290105385e+03
1.737800828749376163e+07,2.562750079264675081e+07,1.776761012509513193e+01,3.263069084547380731e+07,1.220049849290105385e+03
1.761976046411630884e+07,2.598401484164033085e+07,1.776761012509513193e+01,3.296793749321666360e+07,1.220049849290105385e+03
1.786487574852053449e+07,2.634548849509000778e+07,1.776761012509513193e+01,3.330866967247238755e+07,1.220049849290105385e+03
1.811340092619602382e+07,2.671199074796640873e+07,1.776761012509513193e+01,3.365292340711258352e+07,1.220049849290105385e+03
1.836538343348347396e+07,2.708359155505599827e+07,1.776761012509513193e+01,3.400073509332498163e+07,1.220049849290105385e+03
1.862087136662865803e+07,2.746036184431301802e+07,1.776761012509513193e+01,3.435214150346121937e+07,1.220049849290105385e+03
1.887991349096292630e+07,2.784237353039805964e+07,1.776761012509513193e+01,3.470717978992484510e+07,1.220049849290105385e+03
1.914255925021085888e+07,2.822969952840415388e+07,1.776761012509513193e+01,3.506588748909903318e+07,1.220049849290105385e+03
1.940885877592779323e+07,2.862241376777435839e+07,1.776761012509513193e+01,3.542830252531524748e+07,1.220049849290105385e+03
1.967886289706847072e+07,2.902059120641272515e+07,1.776761012509513193e+01,3.579446321486272663e+07,1.220049849290105385e+03
1.995262314968882874e+07,2.942430784499163553e+07,1.776761012509513193e+01,3.616440827003949881e+07,1.220049849290105385e+03
2.023019178678271919e+07,2.983364074145806953e+07,1.776761012509513193e+01,3.653817680324517936e+07,1.220049849290105385e+03
2.051162178825566918e+07,3.024866802574202791e+07,1.776761012509513193e+01,3.691580833111633360e+07,1.220049849290105385e+03
2.079696687103693932e+07,3.066946891466883570e+07,1.776761012509513193e+01,3.729734277870396525e+07,1.220049849290105385e+03
2.108628149933288619e+07,3.109612372707990557e+07,1.776761012509513193e+01,3.768282048369508982e+07,1.220049849290105385e+03
2.137962089502232522e+07,3.152871389916284382e+07,1.776761012509513193e+01,3.807228220067699254e+07,1.220049849290105385e+03
2.167704104819696397e+07,3.196732199999552220e+07,1.776761012509513193e+01,3.846576910544619709e+07,1.220049849290105385e+03
2.197859872784827650e+07,3.241203174730611220e+07,1.776761012509513193e+01,3.886332279936182499e+07,1.220049849290105385e+03
2.228435149270303175e+07,3.286292802345233783e+07,1.776761012509513193e+01,3.926498531374368817e+07,1.220049849290105385e+03
2.259435770220978186e+07,3.332009689162332937e+07,1.776761012509513193e+01,3.967079911431643367e+07,1.220049849290105385e+03
2.290867652767769992e+07,3.378362561226618290e+07,1.776761012509513193e+01,4.008080710569870472e+07,1.220049849290105385e+03
2.322736796357104927e+07,3.425360265974199772e+07,1.776761012509513193e+01,4.049505263593975455e+07,1.220049849290105385e+03
2.355049283896008879e+07,3.473011773921263218e+07,1.776761012509513193e+01,4.091357950110195577e+07,1.220049849290105385e+03
2.387811282913178205e+07,3.521326180376313627e+07,1.776761012509513193e+01,4.133643194989143312e+07,1.220049849290105385e+03
2.421029046736180037e+07,3.570312707176198065e+07,1.776761012509513193e+01,4.176365468833611161e+07,1.220049849290105385e+03
2.454708915685033426e+07,3.619980704446295649e+07,1.776761012509513193e+01,4.219529288451232761e+07,1.220049849290105385e+03
2.488857318282390386e+07,3.670339652385179698e+07,1.776761012509513193e+01,4.263139217332013696e+07,1.220049849290105385e+03
2.523480772480575368e+07,3.721399163074140996e+07,1.776761012509513193e+01,4.307199866130831093e+07,1.220049849290105385e+03
2.558585886905642599e+07,3.773168982311815768e+07,1.776761012509513193e+01,4.351715893154846877e+07,1.220049849290105385e+03
2.594179362118812278e+07,3.825658991474431753e+07,1.776761012509513193e+01,4.396692004856064171e+07,1.220049849290105385e+03
2.630267991895381361e+07,3.878879209401830286e+07,1.776761012509513193e+01,4.442132956328862906e+07,1.220049849290105385e+03
2.666858664521480724e+07,3.932839794309807569e+07,1.776761012509513193e+01,4.488043551812768728e+07,1.220049849290105385e+03
2.703958364108845964e+07,3.987551045729015768e+07,1.776761012509513193e+01,4.534428645200362056e+07,1.220049849290105385e+03
2.741574171927886456e+07,4.043023406470854580e+07,1.776761012509513193e+01,4.581293140550466627e+07,1.220049849290105385e+03
2.779713267759288475e+07,4.099267464620687813e+07,1.776761012509513193e+01,4.628641992606612295e+07,1.220049849290105385e+03
2.818382931264454871e+07,4.156293955558847636e+07,1.776761012509513193e+01,4.676480207320915908e+07,1.220049849290105385e+03
2.857590543374943733e+07,4.214113764009650052e+07,1.776761012509513193e+01,4.724812842383269221e+07,1.220049849290105385e+03
2.897343587701321393e+07,4.272737926119039953e+07,1.776761012509513193e+01,4.773645007756140083e+07,1.220049849290105385e+03
2.937649651961530745e+07,4.332177631561024487e+07,1.776761012509513193e+01,4.822981866214748472e+07,1.220049849290105385e+03
2.978516429429190978e+07,4.392444225673486292e+07,1.776761012509513193e+01,4.872828633892951161e+07,1.220049849290105385e+03
3.019951720402019098e+07,4.453549211623682082e+07,1.776761012509513193e+01,4.923190580834700167e+07,1.220049849290105385e+03
3.061963433690681681e+07,4.515504252603866160e+07,1.776761012509513193e+01,4.974073031551209092e+07,1.220049849290105385e+03
3.104559588128355518e+07,4.578321174057447910e+07,1.776761012509513193e+01,5.025481365583895892e+07,1.220049849290105385e+03
3.147748314101317525e+07,4.642011965936170518e+07,1.776761012509513193e+01,5.077421018073156476e+07,1.220049849290105385e+03
3.191537855100758374e+07,4.706588784988582879e+07,1.776761012509513193e+01,5.129897480332931131e+07,1.220049849290105385e+03
3.235936569296281040e+07,4.772063957080490887e+07,1.776761012509513193e+01,5.182916300431355089e+07,1.220049849290105385e+03
3.280952931131190434e+07,4.838449979547545314e+07,1.776761012509513193e+01,5.236483083777257055e+07,1.220049849290105385e+03
3.326595532940046862e+07,4.905759523580661416e+07,1.776761012509513193e+01,5.290603493712824583e+07,1.220049849290105385e+03
3.372873086588692665e+07,4.974005436644583941e+07,1.776761012509513193e+01,5.345283252112361789e+07,1.220049849290105385e+03
3.419794425137093663e+07,5.043200744930089265e+07,1.776761012509513193e+01,5.400528139987221360e+07,1.220049849290105385e+03
3.467368504525316507e+07,5.113358655840313435e+07,1.776761012509513193e+01,5.456343998096998036e+07,1.220049849290105385e+03
3.515604405282983184e+07,5.184492560511698574e+07,1.776761012509513193e+01,5.512736727567078173e+07,1.220049849290105385e+03
3.564511334262438864e+07,5.256616036369913816e+07,1.776761012509513193e+01,5.569712290512473881e+07,1.220049849290105385e+03
3.614098626396131516e+07,5.329742849721473455e+07,1.776761012509513193e+01,5.627276710668234527e+07,1.220049849290105385e+03
3.664375746478333324e+07,5.403886958381260931e+07,1.776761012509513193e+01,5.685436074026248604e+07,1.220049849290105385e+03
3.715352290971727669e+07,5.479062514336716384e+07,1.776761012509513193e+01,5.744196529478715360e+07,1.220049849290105385e+03
3.767037989839093387e+07,5.555283866449038684e+07,1.776761012509513193e+01,5.803564289468230307e+07,1.220049849290105385e+03
3.819442708400472254e+07,5.632565563191965967e+07,1.776761012509513193e+01,5.863545630644588917e+07,1.220049849290105385e+03
3.872576449216172844e+07,5.710922355428657681e+07,1.776761012509513193e+01,5.924146894528386742e+07,1.220049849290105385e+03
3.926449353995992988e+07,5.790369199227242172e+07,1.776761012509513193e+01,5.985374488181489706e+07,1.220049849290105385e+03
3.981071705534969270e+07,5.870921258715482801e+07,1.776761012509513193e+01,6.047234884884414077e+07,1.220049849290105385e+03
4.036453929676048458e+07,5.952593908975148201e+07,1.776761012509513193e+01,6.109734624820690602e+07,1.220049849290105385e+03
4.092606597300109267e+07,6.035402738976713270e+07,1.776761012509513193e+01,6.172880315768341720e+07,1.220049849290105385e+03
4.149540426343632489e+07,6.119363554554832727e+07,1.776761012509513193e+01,6.236678633798501641e+07,1.220049849290105385e+03
4.207266283844446391e+07,6.204492381425226480e+07,1.776761012509513193e+01,6.301136323981218785e+07,1.220049849290105385e+03
4.265795188015925884e+07,6.290805468243512511e+07,1.776761012509513193e+01,6.366260201098583639e+07,1.220049849290105385e+03
4.325138310350088030e+07,6.378319289706662297e+07,1.776761012509513193e+01,6.432057150365260243e+07,1.220049849290105385e+03
4.385306977749851346e+07,6.467050549697465450e+07,1.776761012509513193e+01,6.498534128156341612e+07,1.220049849290105385e+03
4.446312674691084027e+07,6.557016184472915530e+07,1.776761012509513193e+01,6.565698162742906809e+07,1.220049849290105385e+03
4.508167045414600521e+07,6.648233365896771103e+07,1.776761012509513193e+01,6.633556355035004765e+07,1.220049849290105385e+03
4.570881896148751676e+07,6.740719504717226326e+07,1.776761012509513193e+01,6.702115879332444817e+07,1.220049849290105385e+03
4.634469197362884134e+07,6.834492253890110552e+07,1.776761012509513193e+01,6.771383984083276987e+07,1.220049849290105385e+03
4.698941086052160710e+07,6.929569511948326230e+07,1.776761012509513193e+01,6.841367992650149763e+07,1.220049849290105385e+03
4.764309868054156005e+07,7.025969426418162882e+07,1.776761012509513193e+01,6.912075304084543884e+07,1.220049849290105385e+03
4.830588020397728682e+07,7.123710397283186018e+07,1.776761012509513193e+01,6.983513393909090757e+07,1.220049849290105385e+03
4.897788193684456497e+07,7.222811080496175587e+07,1.776761012509513193e+01,7.055689814907844365e+07,1.220049849290105385e+03
4.965923214503357559e+07,7.323290391540123522e+07,1.776761012509513193e+01,7.128612197924877703e+07,1.220049849290105385e+03
5.035006087879047543e+07,7.425167509038560092e+07,1.776761012509513193e+01,7.202288252670986950e+07,1.220049849290105385e+03
5.105049999754064530e+07,7.528461878416258097e+07,1.776761012509513193e+01,7.276725768538840115e+07,1.220049849290105385e+03
5.176068319505681098e+07,7.633193215610796213e+07,1.776761012509513193e+01,7.351932615426485240e+07,1.220049849290105385e+03
5.248074602497733384e+07,7.739381510835766792e+07,1.776761012509513193e+01,7.427916744569425285e+07,1.220049849290105385e+03
5.321082592667941749e+07,7.847047032396315038e+07,1.776761012509513193e+01,7.504686189381217957e+07,1.220049849290105385e+03
5.395106225151278824e+07,7.956210330557850003e+07,1.776761012509513193e+01,7.582249066302868724e+07,1.220049849290105385e+03
5.470159628939710557e+07,8.066892241468383372e+07,1.776761012509513193e+01,7.660613575660865009e+07,1.220049849290105385e+03
5.546257129579104483e+07,8.179113891135679185e+07,1.776761012509513193e+01,7.739788002534231544e+07,1.220049849290105385e+03
5.623413251903490722e+07,8.292896699459505081e+07,1.776761012509513193e+01,7.819780717630401254e+07,1.220049849290105385e+03
5.701642722807478160e+07,8.408262384320126474e+07,1.776761012509513193e+01,7.900600178170251846e+07,1.220049849290105385e+03
5.780960474057187140e+07,8.525232965723620355e+07,1.776761012509513193e+01,7.982254928782227635e+07,1.220049849290105385e+03
5.861381645140296966e+07,8.643830770004861057e+07,1.776761012509513193e+01,8.064753602405723929e+07,1.220049849290105385e+03
5.942921586155726761e+07,8.764078434088963270e+07,1.776761012509513193e+01,8.148104921203789115e+07,1.220049849290105385e+03
6.025595860743580759e+07,8.885998909812092781e+07,1.776761012509513193e+01,8.232317697485327721e+07,1.220049849290105385e+03
6.109420249055714160e+07,9.009615468302188814e+07,1.776761012509513193e+01,8.317400834636679292e+07,1.220049849290105385e+03
6.194410750767811388e+07,9.134951704420898855e+07,1.776761012509513193e+01,8.403363328063060343e+07,1.220049849290105385e+03
6.280583588133180141e+07,9.262031541267040372e+07,1.776761012509513193e+01,8.490214266139473021e+07,1.220049849290105385e+03
6.367955209079162031e+07,9.390879234742902219e+07,1.776761012509513193e+01,8.577962831171655655e+07,1.220049849290105385e+03
6.456542290346562862e+07,9.521519378183987737e+07,1.776761012509513193e+01,8.666618300366848707e+07,1.220049849290105385e+03
6.546361740672760457e+07,9.653976907053178549e+07,1.776761012509513193e+01,8.756190046814645827e+07,1.220049849290105385e+03
6.637430704019089043e+07,9.788277103700174391e+07,1.776761012509513193e+01,8.846687540477924049e+07,1.220049849290105385e+03
6.729766562843182683e+07,9.924445602187262475e+07,1.776761012509513193e+01,8.938120349194125831e+07,1.220049849290105385e+03
6.823386941416689754e+07,1.006250839318196326e+08,1.776761012509513193e+01,9.030498139686720073e+07,1.220049849290105385e+03
6.918309709189362824e+07,1.020249182891809791e+08,1.776761012509513193e+01,9.123830678587330878e+07,1.220049849290105385e+03
7.014552984199713171e+07,1.034442262822550237e+08,1.776761012509513193e+01,9.218127833468195796e+07,1.220049849290105385e+03
7.112135136533296108e+07,1.048832788162998855e+08,1.776761012509513193e+01,9.313399573885501921e+07,1.220049849290105385e+03
7.211074791829004884e+07,1.063423505652411878e+08,1.776761012509513193e+01,9.409655972433352470e+07,1.220049849290105385e+03
7.311390834834171832e+07,1.078217200240992755e+08,1.776761012509513193e+01,9.506907205808740854e+07,1.220049849290105385e+03
7.413102413009177148e+07,1.093216695621468276e+08,1.776761012509513193e+01,9.605163555887489021e+07,1.220049849290105385e+03
7.516228940182045102e+07,1.108424854768034965e+08,1.776761012509513193e+01,9.704435410811211169e+07,1.220049849290105385e+03
7.620790100254113972e+07,1.123844580482836366e+08,1.776761012509513193e+01,9.804733266085714102e+07,1.220049849290105385e+03
7.726805850957021117e+07,1.139478815950010419e+08,1.776761012509513193e+01,9.906067725690545142e+07,1.220049849290105385e+03
7.834296427662120759e+07,1.155330545297466516e+08,1.776761012509513193e+01,1.000844950320013613e+08,1.220049849290105385e+03
7.943282347242821753e+07,1.171402794166468233e+08,1.776761012509513193e+01,1.011188942291648388e+08,1.220049849290105385e+03
8.053784411990676820e+07,1.187698630289142728e+08,1.776761012509513193e+01,1.021639842101355493e+08,1.220049849290105385e+03
8.165823713585922122e+07,1.204221164074018896e+08,1.776761012509513193e+01,1.032198754669349641e+08,1.220049849290105385e+03
8.279421637123344839e+07,1.220973549199726284e+08,1.776761012509513193e+01,1.042866796335486919e+08,1.220049849290105385e+03
8.394599865193964541e+07,1.237958983216924369e+08,1.776761012509513193e+01,1.053645094977277368e+08,1.220049849290105385e+03
8.511380382023759186e+07,1.255180708158643097e+08,1.776761012509513193e+01,1.064534790129147172e+08,1.220049849290105385e+03
8.629785477669702470e+07,1.272642011159077138e+08,1.776761012509513193e+01,1.075537033102897853e+08,1.220049849290105385e+03
8.749837752274364233e+07,1.290346225081015229e+08,1.776761012509513193e+01,1.086652987109440267e+08,1.220049849290105385e+03
8.871560120379617810e+07,1.308296729151986092e+08,1.776761012509513193e+01,1.097883827381771207e+08,1.220049849290105385e+03
8.994975815300364792e+07,1.326496949609255940e+08,1.776761012509513193e+01,1.109230741299225241e+08,1.220049849290105385e+03
9.120108393559096754e+07,1.344950360353796780e+08,1.776761012509513193e+01,1.120694928513007164e+08,1.220049849290105385e+03
9.246981739382229745e+07,1.363660483613365293e+08,1.776761012509513193e+01,1.132277601073035002e+08,1.220049849290105385e+03
9.375620069258792698e+07,1.382630890614775419e+08,1.776761012509513193e+01,1.143979983556068987e+08,1.220049849290105385e+03
9.506047936562809348e+07,1.401865202265566885e+08,1.776761012509513193e+01,1.155803313195193559e+08,1.220049849290105385e+03
9.638290236239704490e+07,1.421367089845111966e+08,1.776761012509513193e+01,1.167748840010614991e+08,1.220049849290105385e+03
9.772372209558111429e+07,1.441140275705369413e+08,1.776761012509513193e+01,1.179817826941821724e+08,1.220049849290105385e+03
9.908319448927685618e+07,1.461188533981372118e+08,1.776761012509513193e+01,1.192011549981109947e+08,1.220049849290105385e+03
1.004615790278392583e+08,1.481515691311594844e+08,1.776761012509513193e+01,1.204331298308483958e+08,1.220049849290105385e+03
1.018591388054114878e+08,1.502125627568374574e+08,1.776761012509513193e+01,1.216778374427967221e+08,1.220049849290105385e+03
